Time,Precipitation
0000 28 Mar 2008,0.0
0000 29 Mar 2008,0.05466726
0000 30 Mar 2008,3.081363
0000 31 Mar 2008,7.145641
0000 1 Apr 2008,1.774799
0000 2 Apr 2008,0.2364165
0000 3 Apr 2008,6.218625
0000 4 Apr 2008,2.60559
0000 5 Apr 2008,0.760224
0000 6 Apr 2008,0.01433831
0000 7 Apr 2008,5.844327
0000 8 Apr 2008,11.32324
0000 9 Apr 2008,3.531404
0000 10 Apr 2008,0.5794414
0000 11 Apr 2008,0.9879947
0000 12 Apr 2008,27.61831
0000 13 Apr 2008,0.4802451
0000 14 Apr 2008,10.05969
0000 15 Apr 2008,13.28868
0000 16 Apr 2008,1.522203
0000 17 Apr 2008,8.699383
0000 18 Apr 2008,0.2298581
0000 19 Apr 2008,5.232005
0000 20 Apr 2008,0.01234878
0000 21 Apr 2008,0.001379822
0000 22 Apr 2008,2.388445
0000 23 Apr 2008,0.04095462
0000 24 Apr 2008,1.537363
0000 25 Apr 2008,2.633428
0000 26 Apr 2008,3.206897
0000 27 Apr 2008,2.739401
0000 28 Apr 2008,12.68111
0000 29 Apr 2008,0.5786871
0000 30 Apr 2008,1.796352
0000 1 May 2008,10.33511
0000 2 May 2008,13.06283
0000 3 May 2008,6.022956
0000 4 May 2008,15.19326
0000 5 May 2008,4.589988
0000 6 May 2008,0.03912486
0000 7 May 2008,0.0213191
0000 8 May 2008,0.006677416
0000 9 May 2008,3.071866
0000 10 May 2008,4.277453
0000 11 May 2008,8.824769
0000 12 May 2008,0.0
0000 13 May 2008,3.967238
0000 14 May 2008,2.328299
0000 15 May 2008,1.502207
0000 16 May 2008,3.258843
0000 17 May 2008,8.556966
0000 18 May 2008,14.71351
0000 19 May 2008,0.8190605
0000 20 May 2008,2.292931
0000 21 May 2008,3.117237
0000 22 May 2008,0.04625114
0000 23 May 2008,10.65131
0000 24 May 2008,5.03457
0000 25 May 2008,12.67015
0000 26 May 2008,3.565585
0000 27 May 2008,9.53024
0000 28 May 2008,18.19669
0000 29 May 2008,3.438617
0000 30 May 2008,3.293309
0000 31 May 2008,0.0
0000 1 Jun 2008,2.917944
0000 2 Jun 2008,4.818057
0000 3 Jun 2008,6.564162
0000 4 Jun 2008,4.048815
0000 5 Jun 2008,0.0
0000 6 Jun 2008,0.0
0000 7 Jun 2008,2.034438
0000 8 Jun 2008,2.393162
0000 9 Jun 2008,1.136033
0000 10 Jun 2008,2.875976
0000 11 Jun 2008,0.03542333
0000 12 Jun 2008,3.847955
0000 13 Jun 2008,2.077505
0000 14 Jun 2008,5.735984
0000 15 Jun 2008,6.021036
0000 16 Jun 2008,6.758791
0000 17 Jun 2008,0.9081936
0000 18 Jun 2008,0.0
0000 19 Jun 2008,0.004307587
0000 20 Jun 2008,24.40648
0000 21 Jun 2008,0.008633615
0000 22 Jun 2008,4.578829
0000 23 Jun 2008,0.0
0000 24 Jun 2008,7.527344
0000 25 Jun 2008,4.402957
0000 26 Jun 2008,0.1970573
0000 27 Jun 2008,14.56314
0000 28 Jun 2008,4.857336
0000 29 Jun 2008,3.315206
0000 30 Jun 2008,2.7622
0000 1 Jul 2008,0.9897562
0000 2 Jul 2008,0.1979487
0000 3 Jul 2008,3.685128
0000 4 Jul 2008,0.06409638
0000 5 Jul 2008,1.151601
0000 6 Jul 2008,0.0
0000 7 Jul 2008,0.007020541
0000 8 Jul 2008,1.723955
0000 9 Jul 2008,4.283441
0000 10 Jul 2008,1.999991
0000 11 Jul 2008,0.1509576
0000 12 Jul 2008,0.4809135
0000 13 Jul 2008,0.4878564
0000 14 Jul 2008,0.009830247
0000 15 Jul 2008,0.9650532
0000 16 Jul 2008,4.574506
0000 17 Jul 2008,0.1106424
0000 18 Jul 2008,0.0110935
0000 19 Jul 2008,6.057909
0000 20 Jul 2008,3.393996
0000 21 Jul 2008,6.788054
0000 22 Jul 2008,0.1972482
0000 23 Jul 2008,4.227707
0000 24 Jul 2008,2.385973
0000 25 Jul 2008,0.555613
0000 26 Jul 2008,2.068172
0000 27 Jul 2008,0.3196551
0000 28 Jul 2008,0.423104
0000 29 Jul 2008,1.042527
0000 30 Jul 2008,0.0
0000 31 Jul 2008,0.2215571
0000 1 Aug 2008,0.1552248
0000 2 Aug 2008,4.97917
0000 3 Aug 2008,0.4472199
0000 4 Aug 2008,1.83505
0000 5 Aug 2008,1.379025
0000 6 Aug 2008,0.01603103
0000 7 Aug 2008,0.3358175
0000 8 Aug 2008,1.754686
0000 9 Aug 2008,0.0
0000 10 Aug 2008,0.2394779
0000 11 Aug 2008,4.162793
0000 12 Aug 2008,0.3298273
0000 13 Aug 2008,4.665788
0000 14 Aug 2008,1.696344
0000 15 Aug 2008,0.3989197
0000 16 Aug 2008,1.222667
0000 17 Aug 2008,0.1610119
0000 18 Aug 2008,5.159908
0000 19 Aug 2008,1.810453
0000 20 Aug 2008,3.302218
0000 21 Aug 2008,1.909425
0000 22 Aug 2008,0.07317575
0000 23 Aug 2008,1.907034
0000 24 Aug 2008,0.7801359
0000 25 Aug 2008,0.01534858
0000 26 Aug 2008,0.03487686
0000 27 Aug 2008,0.008777564
0000 28 Aug 2008,0.0
0000 29 Aug 2008,6.280831
0000 30 Aug 2008,2.049762
0000 31 Aug 2008,18.52179
0000 1 Sep 2008,2.223054
0000 2 Sep 2008,0.2898804
0000 3 Sep 2008,0.0
0000 4 Sep 2008,4.329075
0000 5 Sep 2008,9.541533
0000 6 Sep 2008,0.03393068
0000 7 Sep 2008,0.04906295
0000 8 Sep 2008,2.196126
0000 9 Sep 2008,8.432687
0000 10 Sep 2008,0.4016949
0000 11 Sep 2008,0.0
0000 12 Sep 2008,0.004645555
0000 13 Sep 2008,0.0
0000 14 Sep 2008,0.9018114
0000 15 Sep 2008,0.8343365
0000 16 Sep 2008,1.657757
0000 17 Sep 2008,2.726823
0000 18 Sep 2008,0.0
0000 19 Sep 2008,0.0
0000 20 Sep 2008,0.002023963
0000 21 Sep 2008,0.1235223
0000 22 Sep 2008,9.769478
0000 23 Sep 2008,10.35539
0000 24 Sep 2008,0.0
0000 25 Sep 2008,0.0
0000 26 Sep 2008,1.342882
0000 27 Sep 2008,0.06479336
0000 28 Sep 2008,0.001245362
0000 29 Sep 2008,0.0
0000 30 Sep 2008,13.48836
0000 1 Oct 2008,1.746416
0000 2 Oct 2008,0.0
0000 3 Oct 2008,0.0
0000 4 Oct 2008,0.2256897
0000 5 Oct 2008,1.590679
0000 6 Oct 2008,6.780737
0000 7 Oct 2008,17.08487
0000 8 Oct 2008,1.938909
0000 9 Oct 2008,3.035885
0000 10 Oct 2008,6.466851
0000 11 Oct 2008,0.0389156
0000 12 Oct 2008,5.153875
0000 13 Oct 2008,5.001693
0000 14 Oct 2008,27.53874
0000 15 Oct 2008,3.830206
0000 16 Oct 2008,2.960478
0000 17 Oct 2008,0.5082164
0000 18 Oct 2008,0.0
0000 19 Oct 2008,0.2613295
0000 20 Oct 2008,4.342804
0000 21 Oct 2008,0.3311076
0000 22 Oct 2008,3.467642
0000 23 Oct 2008,0.4331879
0000 24 Oct 2008,0.9006969
0000 25 Oct 2008,0.4056872
0000 26 Oct 2008,2.536693
0000 27 Oct 2008,0.3785788
0000 28 Oct 2008,18.78767
0000 29 Oct 2008,9.943853
0000 30 Oct 2008,0.4136653
0000 31 Oct 2008,3.571625
0000 1 Nov 2008,3.660887
0000 2 Nov 2008,8.826603
0000 3 Nov 2008,6.2383
0000 4 Nov 2008,3.701177
0000 5 Nov 2008,4.922274
0000 6 Nov 2008,0.0
0000 7 Nov 2008,0.348251
0000 8 Nov 2008,4.996143
0000 9 Nov 2008,3.875808
0000 10 Nov 2008,3.329226
0000 11 Nov 2008,0.0
0000 12 Nov 2008,1.91643
0000 13 Nov 2008,2.56007
0000 14 Nov 2008,1.348663
0000 15 Nov 2008,12.91476
0000 16 Nov 2008,1.370293
0000 17 Nov 2008,17.23797
0000 18 Nov 2008,5.513778
0000 19 Nov 2008,4.499471
0000 20 Nov 2008,0.6975682
0000 21 Nov 2008,10.5044
0000 22 Nov 2008,5.108677
0000 23 Nov 2008,4.432806
0000 24 Nov 2008,0.7946747
0000 25 Nov 2008,4.84009
0000 26 Nov 2008,5.248662
0000 27 Nov 2008,4.748521
0000 28 Nov 2008,0.2200527
0000 29 Nov 2008,0.0
0000 30 Nov 2008,0.8219332
0000 1 Dec 2008,5.123691
0000 2 Dec 2008,4.742411
0000 3 Dec 2008,3.509548
0000 4 Dec 2008,0.08389994
0000 5 Dec 2008,0.3441285
0000 6 Dec 2008,0.7138097
0000 7 Dec 2008,1.088029
0000 8 Dec 2008,1.453566
0000 9 Dec 2008,0.002716291
0000 10 Dec 2008,0.0
0000 11 Dec 2008,0.0
0000 12 Dec 2008,0.668907
0000 13 Dec 2008,2.748876
0000 14 Dec 2008,0.01195019
0000 15 Dec 2008,0.0
0000 16 Dec 2008,3.51319
0000 17 Dec 2008,1.11968
0000 18 Dec 2008,0.0675212
0000 19 Dec 2008,0.5618656
0000 20 Dec 2008,0.1792949
0000 21 Dec 2008,1.536473
0000 22 Dec 2008,0.1369127
0000 23 Dec 2008,2.589705
0000 24 Dec 2008,0.2278848
0000 25 Dec 2008,0.03982785
0000 26 Dec 2008,5.964053
0000 27 Dec 2008,0.4623388
0000 28 Dec 2008,3.043955
0000 29 Dec 2008,0.5605771
0000 30 Dec 2008,6.510589
0000 31 Dec 2008,0.0
0000 1 Jan 2009,0.0
0000 2 Jan 2009,0.949908
0000 3 Jan 2009,0.483794
0000 4 Jan 2009,0.001820639
0000 5 Jan 2009,0.0
0000 6 Jan 2009,1.98167
0000 7 Jan 2009,0.4663366
0000 8 Jan 2009,3.401076
0000 9 Jan 2009,1.278543
0000 10 Jan 2009,1.313471
0000 11 Jan 2009,0.09877234
0000 12 Jan 2009,0.0
0000 13 Jan 2009,1.530027
0000 14 Jan 2009,0.60561
0000 15 Jan 2009,0.4738989
0000 16 Jan 2009,1.846454
0000 17 Jan 2009,8.370444
0000 18 Jan 2009,1.957506
0000 19 Jan 2009,1.321058
0000 20 Jan 2009,3.756268
0000 21 Jan 2009,2.991282
0000 22 Jan 2009,0.1896415
0000 23 Jan 2009,1.363293
0000 24 Jan 2009,0.03111705
0000 25 Jan 2009,0.0
0000 26 Jan 2009,2.73894
0000 27 Jan 2009,0.0
0000 28 Jan 2009,1.109493
0000 29 Jan 2009,6.370513
0000 30 Jan 2009,4.362187
0000 31 Jan 2009,3.381947
0000 1 Feb 2009,2.416345
0000 2 Feb 2009,1.29308
0000 3 Feb 2009,0.1653842
0000 4 Feb 2009,2.13716
0000 5 Feb 2009,0.7383141
0000 6 Feb 2009,2.760761
0000 7 Feb 2009,0.2685965
0000 8 Feb 2009,0.1868608
0000 9 Feb 2009,0.161435
0000 10 Feb 2009,0.2746944
0000 11 Feb 2009,1.178319
0000 12 Feb 2009,5.334027
0000 13 Feb 2009,0.2067846
0000 14 Feb 2009,4.003724
0000 15 Feb 2009,4.376556
0000 16 Feb 2009,6.39556
0000 17 Feb 2009,2.547005
0000 18 Feb 2009,0.487215
0000 19 Feb 2009,0.5994165
0000 20 Feb 2009,0.402839
0000 21 Feb 2009,0.02816363
0000 22 Feb 2009,0.6866018
0000 23 Feb 2009,0.1946891
0000 24 Feb 2009,5.686685
0000 25 Feb 2009,0.01485157
0000 26 Feb 2009,0.0
0000 27 Feb 2009,7.500897
0000 28 Feb 2009,0.2519362
0000 1 Mar 2009,0.0364045
0000 2 Mar 2009,0.4952959
0000 3 Mar 2009,1.197674
0000 4 Mar 2009,3.770201
0000 5 Mar 2009,2.218241
0000 6 Mar 2009,0.0
0000 7 Mar 2009,2.863559
0000 8 Mar 2009,1.485355
0000 9 Mar 2009,2.545286
0000 10 Mar 2009,2.49513
0000 11 Mar 2009,0.0
0000 12 Mar 2009,0.8827018
0000 13 Mar 2009,0.7275349
0000 14 Mar 2009,1.753818
0000 15 Mar 2009,2.294822
0000 16 Mar 2009,0.8444548
0000 17 Mar 2009,0.1499462
0000 18 Mar 2009,0.526205
0000 19 Mar 2009,7.626148
0000 20 Mar 2009,3.812526
0000 21 Mar 2009,1.495416
0000 22 Mar 2009,9.019662
0000 23 Mar 2009,3.711445
0000 24 Mar 2009,4.883236
0000 25 Mar 2009,0.812559
0000 26 Mar 2009,1.019395
0000 27 Mar 2009,4.649328
0000 28 Mar 2009,1.404181
0000 29 Mar 2009,34.23771
0000 30 Mar 2009,0.4071012
0000 31 Mar 2009,19.84191
0000 1 Apr 2009,1.143354
0000 2 Apr 2009,1.182831
0000 3 Apr 2009,0.7701531
0000 4 Apr 2009,1.981943
0000 5 Apr 2009,2.648312
0000 6 Apr 2009,1.081668
0000 7 Apr 2009,0.126379
0000 8 Apr 2009,7.497135
0000 9 Apr 2009,3.866177
0000 10 Apr 2009,0.8653939
0000 11 Apr 2009,0.8021051
0000 12 Apr 2009,3.35938
0000 13 Apr 2009,0.4782398
0000 14 Apr 2009,0.7961568
0000 15 Apr 2009,0.3643134
0000 16 Apr 2009,1.275611
0000 17 Apr 2009,0.0
0000 18 Apr 2009,0.0
0000 19 Apr 2009,0.0
0000 20 Apr 2009,0.0
0000 21 Apr 2009,1.590064
0000 22 Apr 2009,0.0
0000 23 Apr 2009,0.4451794
0000 24 Apr 2009,0.07025883
0000 25 Apr 2009,0.0
0000 26 Apr 2009,0.0
0000 27 Apr 2009,0.2106361
0000 28 Apr 2009,0.0
0000 29 Apr 2009,0.0
0000 30 Apr 2009,2.826976
0000 1 May 2009,1.958774
0000 2 May 2009,0.0
0000 3 May 2009,6.932765
0000 4 May 2009,9.948826
0000 5 May 2009,0.4788981
0000 6 May 2009,0.0
0000 7 May 2009,0.6814947
0000 8 May 2009,0.7307596
0000 9 May 2009,0.02388728
0000 10 May 2009,0.0
0000 11 May 2009,0.005819465
0000 12 May 2009,0.0
0000 13 May 2009,0.23156
0000 14 May 2009,0.8601229
0000 15 May 2009,0.0
0000 16 May 2009,0.6894125
0000 17 May 2009,3.224669
0000 18 May 2009,0.02947846
0000 19 May 2009,0.0
0000 20 May 2009,0.2414812
0000 21 May 2009,0.005615778
0000 22 May 2009,0.009875447
0000 23 May 2009,0.0
0000 24 May 2009,0.0
0000 25 May 2009,0.01833189
0000 26 May 2009,0.0
0000 27 May 2009,0.31013
0000 28 May 2009,0.0
0000 29 May 2009,0.09871745
0000 30 May 2009,0.02343179
0000 31 May 2009,0.3483638
0000 1 Jun 2009,0.0
0000 2 Jun 2009,0.0
0000 3 Jun 2009,0.01100694
0000 4 Jun 2009,0.1554708
0000 5 Jun 2009,1.13295
0000 6 Jun 2009,6.189606
0000 7 Jun 2009,0.1863683
0000 8 Jun 2009,7.133202
0000 9 Jun 2009,0.0
0000 10 Jun 2009,0.9157953
0000 11 Jun 2009,0.9821876
0000 12 Jun 2009,2.713977
0000 13 Jun 2009,0.3094493
0000 14 Jun 2009,0.5141892
0000 15 Jun 2009,2.170292
0000 16 Jun 2009,0.2092589
0000 17 Jun 2009,1.556352
0000 18 Jun 2009,0.1846904
0000 19 Jun 2009,0.007118061
0000 20 Jun 2009,0.2694241
0000 21 Jun 2009,0.009419477
0000 22 Jun 2009,0.3083726
0000 23 Jun 2009,1.046496
0000 24 Jun 2009,0.0
0000 25 Jun 2009,0.0
0000 26 Jun 2009,0.0
0000 27 Jun 2009,0.0
0000 28 Jun 2009,0.484216
0000 29 Jun 2009,0.3741402
0000 30 Jun 2009,0.0
0000 1 Jul 2009,0.2631175
0000 2 Jul 2009,0.6021219
0000 3 Jul 2009,0.4532185
0000 4 Jul 2009,0.850373
0000 5 Jul 2009,0.1751007
0000 6 Jul 2009,0.05500834
0000 7 Jul 2009,0.4312091
0000 8 Jul 2009,0.5531894
0000 9 Jul 2009,0.02952728
0000 10 Jul 2009,0.2715454
0000 11 Jul 2009,0.2254825
0000 12 Jul 2009,0.0
0000 13 Jul 2009,0.0451123
0000 14 Jul 2009,0.07120985
0000 15 Jul 2009,0.6816003
0000 16 Jul 2009,0.007313848
0000 17 Jul 2009,0.09917112
0000 18 Jul 2009,0.1452093
0000 19 Jul 2009,2.070323
0000 20 Jul 2009,0.07246078
0000 21 Jul 2009,0.002587612
0000 22 Jul 2009,0.7380455
0000 23 Jul 2009,0.8944343
0000 24 Jul 2009,0.1125437
0000 25 Jul 2009,0.1375857
0000 26 Jul 2009,0.1293744
0000 27 Jul 2009,0.05244411
0000 28 Jul 2009,1.509133
0000 29 Jul 2009,0.4558526
0000 30 Jul 2009,0.03715356
0000 31 Jul 2009,0.1491645
0000 1 Aug 2009,0.1865856
0000 2 Aug 2009,0.0
0000 3 Aug 2009,0.1186335
0000 4 Aug 2009,0.4298342
0000 5 Aug 2009,2.64033
0000 6 Aug 2009,0.210511
0000 7 Aug 2009,1.270301
0000 8 Aug 2009,0.0
0000 9 Aug 2009,0.412989
0000 10 Aug 2009,0.2993408
0000 11 Aug 2009,0.3916125
0000 12 Aug 2009,1.048564
0000 13 Aug 2009,0.1352424
0000 14 Aug 2009,0.0
0000 15 Aug 2009,0.07298758
0000 16 Aug 2009,0.0143571
0000 17 Aug 2009,6.255117
0000 18 Aug 2009,0.07177874
0000 19 Aug 2009,0.3175801
0000 20 Aug 2009,0.0
0000 21 Aug 2009,0.02734477
0000 22 Aug 2009,0.3580311
0000 23 Aug 2009,0.1140126
0000 24 Aug 2009,0.01472001
0000 25 Aug 2009,3.303833
0000 26 Aug 2009,0.1283955
0000 27 Aug 2009,0.1013015
0000 28 Aug 2009,0.09002872
0000 29 Aug 2009,0.3537655
0000 30 Aug 2009,0.09266315
0000 31 Aug 2009,0.0
0000 1 Sep 2009,0.136606
0000 2 Sep 2009,0.09119204
0000 3 Sep 2009,0.2687331
0000 4 Sep 2009,0.2457143
0000 5 Sep 2009,0.1218248
0000 6 Sep 2009,0.006402397
0000 7 Sep 2009,0.002464234
0000 8 Sep 2009,4.788114
0000 9 Sep 2009,0.4341091
0000 10 Sep 2009,1.698704
0000 11 Sep 2009,0.2311598
0000 12 Sep 2009,0.01265563
0000 13 Sep 2009,0.0
0000 14 Sep 2009,0.0
0000 15 Sep 2009,0.0
0000 16 Sep 2009,5.617923
0000 17 Sep 2009,4.20592
0000 18 Sep 2009,0.07405861
0000 19 Sep 2009,0.0
0000 20 Sep 2009,0.07685683
0000 21 Sep 2009,0.2582775
0000 22 Sep 2009,0.4646166
0000 23 Sep 2009,0.1631549
0000 24 Sep 2009,0.1006531
0000 25 Sep 2009,0.0
0000 26 Sep 2009,0.1115198
0000 27 Sep 2009,0.0
0000 28 Sep 2009,0.0
0000 29 Sep 2009,0.06871495
0000 30 Sep 2009,0.1383445
0000 1 Oct 2009,0.0
0000 2 Oct 2009,1.220109
0000 3 Oct 2009,0.0
0000 4 Oct 2009,0.1144553
0000 5 Oct 2009,0.0165189
0000 6 Oct 2009,0.0
0000 7 Oct 2009,0.1787953
0000 8 Oct 2009,0.8098469
0000 9 Oct 2009,0.2341448
0000 10 Oct 2009,0.0
0000 11 Oct 2009,0.0
0000 12 Oct 2009,0.7350897
0000 13 Oct 2009,1.380808
0000 14 Oct 2009,12.78577
0000 15 Oct 2009,11.7562
0000 16 Oct 2009,0.7141731
0000 17 Oct 2009,0.4332992
0000 18 Oct 2009,0.3203442
0000 19 Oct 2009,14.52274
0000 20 Oct 2009,2.528221
0000 21 Oct 2009,0.1297274
0000 22 Oct 2009,8.04215
0000 23 Oct 2009,0.1600833
0000 24 Oct 2009,0.1134485
0000 25 Oct 2009,1.017192
0000 26 Oct 2009,0.2453459
0000 27 Oct 2009,0.002596989
0000 28 Oct 2009,0.1202207
0000 29 Oct 2009,0.007452813
0000 30 Oct 2009,0.2261414
0000 31 Oct 2009,3.584474
0000 1 Nov 2009,0.2498362
0000 2 Nov 2009,10.18348
0000 3 Nov 2009,5.060453
0000 4 Nov 2009,0.01070606
0000 5 Nov 2009,0.8769116
0000 6 Nov 2009,0.03013785
0000 7 Nov 2009,0.005928107
0000 8 Nov 2009,11.52712
0000 9 Nov 2009,0.6381867
0000 10 Nov 2009,0.1360544
0000 11 Nov 2009,0.8104287
0000 12 Nov 2009,0.08290963
0000 13 Nov 2009,3.377338
0000 14 Nov 2009,0.1390966
0000 15 Nov 2009,0.0
0000 16 Nov 2009,1.287497
0000 17 Nov 2009,3.030689
0000 18 Nov 2009,1.291128
0000 19 Nov 2009,3.462231
0000 20 Nov 2009,0.1933611
0000 21 Nov 2009,0.3006763
0000 22 Nov 2009,0.0132349
0000 23 Nov 2009,0.5036618
0000 24 Nov 2009,0.0777845
0000 25 Nov 2009,2.504139
0000 26 Nov 2009,0.7725427
0000 27 Nov 2009,0.657445
0000 28 Nov 2009,8.628624
0000 29 Nov 2009,22.90229
0000 30 Nov 2009,0.0878644
0000 1 Dec 2009,2.134105
0000 2 Dec 2009,0.0
0000 3 Dec 2009,0.5433819
0000 4 Dec 2009,2.069604
0000 5 Dec 2009,3.106651
0000 6 Dec 2009,1.250048
0000 7 Dec 2009,1.901182
0000 8 Dec 2009,2.34194
0000 9 Dec 2009,4.775801
0000 10 Dec 2009,1.45955
0000 11 Dec 2009,1.016415
0000 12 Dec 2009,0.5571733
0000 13 Dec 2009,0.002545762
0000 14 Dec 2009,0.1544961
0000 15 Dec 2009,0.0
0000 16 Dec 2009,0.001610538
0000 17 Dec 2009,0.08500285
0000 18 Dec 2009,0.2214979
0000 19 Dec 2009,7.086699
0000 20 Dec 2009,1.38646
0000 21 Dec 2009,3.261781
0000 22 Dec 2009,3.744202
0000 23 Dec 2009,0.01324779
0000 24 Dec 2009,0.0
0000 25 Dec 2009,0.002965016
0000 26 Dec 2009,6.121659
0000 27 Dec 2009,8.677795
0000 28 Dec 2009,0.8210996
0000 29 Dec 2009,12.0347
0000 30 Dec 2009,0.0
0000 31 Dec 2009,0.2576984
0000 1 Jan 2010,0.8228539
0000 2 Jan 2010,0.01060747
0000 3 Jan 2010,0.02293921
0000 4 Jan 2010,0.0
0000 5 Jan 2010,0.0
0000 6 Jan 2010,0.0
0000 7 Jan 2010,0.0
0000 8 Jan 2010,0.002281838
0000 9 Jan 2010,0.3184626
0000 10 Jan 2010,0.03541159
0000 11 Jan 2010,2.282572
0000 12 Jan 2010,0.01575418
0000 13 Jan 2010,0.0
0000 14 Jan 2010,0.0
0000 15 Jan 2010,0.001686847
0000 16 Jan 2010,0.09628983
0000 17 Jan 2010,0.2599239
0000 18 Jan 2010,0.4936888
0000 19 Jan 2010,0.1058248
0000 20 Jan 2010,0.185569
0000 21 Jan 2010,0.001217184
0000 22 Jan 2010,0.005397999
0000 23 Jan 2010,0.05979834
0000 24 Jan 2010,0.2017353
0000 25 Jan 2010,0.1764086
0000 26 Jan 2010,2.623509
0000 27 Jan 2010,0.144927
0000 28 Jan 2010,0.1450434
0000 29 Jan 2010,0.3383994
0000 30 Jan 2010,0.0
0000 31 Jan 2010,0.001272996
0000 1 Feb 2010,0.0
0000 2 Feb 2010,0.8110802
0000 3 Feb 2010,0.2018705
0000 4 Feb 2010,0.4653662
0000 5 Feb 2010,0.0
0000 6 Feb 2010,9.98325
0000 7 Feb 2010,14.64166
0000 8 Feb 2010,0.2960797
0000 9 Feb 2010,1.771986
0000 10 Feb 2010,2.372176
0000 11 Feb 2010,1.065354
0000 12 Feb 2010,0.4912168
0000 13 Feb 2010,0.0
0000 14 Feb 2010,0.07890369
0000 15 Feb 2010,0.002201699
0000 16 Feb 2010,0.1374633
0000 17 Feb 2010,5.054771
0000 18 Feb 2010,0.0
0000 19 Feb 2010,0.7629386
0000 20 Feb 2010,0.146128
0000 21 Feb 2010,0.2444957
0000 22 Feb 2010,0.0
0000 23 Feb 2010,1.752819
0000 24 Feb 2010,0.6826078
0000 25 Feb 2010,2.544222
0000 26 Feb 2010,15.74337
0000 27 Feb 2010,4.743376
0000 28 Feb 2010,3.154639
0000 1 Mar 2010,0.2756028
0000 2 Mar 2010,1.085106
0000 3 Mar 2010,0.6941863
0000 4 Mar 2010,0.6453108
0000 5 Mar 2010,0.0
0000 6 Mar 2010,0.2349219
0000 7 Mar 2010,0.2632007
0000 8 Mar 2010,0.07805421
0000 9 Mar 2010,0.3652337
0000 10 Mar 2010,3.849669
0000 11 Mar 2010,0.6186022
0000 12 Mar 2010,0.1911631
0000 13 Mar 2010,0.0
0000 14 Mar 2010,8.974384
0000 15 Mar 2010,0.0
0000 16 Mar 2010,0.2236149
0000 17 Mar 2010,0.2667254
0000 18 Mar 2010,1.189911
0000 19 Mar 2010,0.7650411
0000 20 Mar 2010,0.05571968
0000 21 Mar 2010,1.279756
0000 22 Mar 2010,0.1887877
0000 23 Mar 2010,0.2321877
0000 24 Mar 2010,0.0
0000 25 Mar 2010,0.003067009
0000 26 Mar 2010,0.327626
0000 27 Mar 2010,6.955184
0000 28 Mar 2010,0.0
0000 29 Mar 2010,0.0
0000 30 Mar 2010,0.07338478
0000 31 Mar 2010,0.6407351
0000 1 Apr 2010,0.4826704
0000 2 Apr 2010,0.0
0000 3 Apr 2010,3.579888
0000 4 Apr 2010,9.932556
0000 5 Apr 2010,1.233721
0000 6 Apr 2010,7.923192
0000 7 Apr 2010,1.282109
0000 8 Apr 2010,15.70418
0000 9 Apr 2010,4.958724
0000 10 Apr 2010,16.60625
0000 11 Apr 2010,17.72942
0000 12 Apr 2010,2.077835
0000 13 Apr 2010,22.17584
0000 14 Apr 2010,11.34646
0000 15 Apr 2010,6.385679
0000 16 Apr 2010,0.6181012
0000 17 Apr 2010,6.254757
0000 18 Apr 2010,2.512855
0000 19 Apr 2010,1.867861
0000 20 Apr 2010,6.243913
0000 21 Apr 2010,0.05107235
0000 22 Apr 2010,0.0
0000 23 Apr 2010,0.0
0000 24 Apr 2010,0.03834698
0000 25 Apr 2010,6.156827
0000 26 Apr 2010,4.277834
0000 27 Apr 2010,2.220778
0000 28 Apr 2010,5.346607
0000 29 Apr 2010,24.12051
0000 30 Apr 2010,4.483464
0000 1 May 2010,0.3542876
0000 2 May 2010,0.2083879
0000 3 May 2010,18.42753
0000 4 May 2010,14.06478
0000 5 May 2010,19.22385
0000 6 May 2010,15.84812
0000 7 May 2010,0.6653603
0000 8 May 2010,0.09636809
0000 9 May 2010,0.0
0000 10 May 2010,0.03597969
0000 11 May 2010,0.4165842
0000 12 May 2010,0.1757838
0000 13 May 2010,0.0
0000 14 May 2010,0.0
0000 15 May 2010,0.01478876
0000 16 May 2010,0.0
0000 17 May 2010,0.465255
0000 18 May 2010,4.0277361E-04
0000 19 May 2010,0.2387683
0000 20 May 2010,1.415172
0000 21 May 2010,2.204907
0000 22 May 2010,23.66268
0000 23 May 2010,7.125184
0000 24 May 2010,0.9891161
0000 25 May 2010,7.339709
0000 26 May 2010,0.1867145
0000 27 May 2010,2.1847
0000 28 May 2010,0.2046797
0000 29 May 2010,0.0
0000 30 May 2010,3.319273
0000 31 May 2010,7.078402
0000 1 Jun 2010,15.76241
0000 2 Jun 2010,6.688452
0000 3 Jun 2010,12.73019
0000 4 Jun 2010,0.7627227
0000 5 Jun 2010,0.02126239
0000 6 Jun 2010,0.01144932
0000 7 Jun 2010,0.0
0000 8 Jun 2010,1.511912
0000 9 Jun 2010,0.7779292
0000 10 Jun 2010,3.277199
0000 11 Jun 2010,0.402401
0000 12 Jun 2010,0.00264822
0000 13 Jun 2010,0.228098
0000 14 Jun 2010,0.0
0000 15 Jun 2010,0.0
0000 16 Jun 2010,2.618675
0000 17 Jun 2010,6.292131
0000 18 Jun 2010,0.0
0000 19 Jun 2010,5.784799
0000 20 Jun 2010,7.430393
0000 21 Jun 2010,4.234344
0000 22 Jun 2010,0.1563455
0000 23 Jun 2010,0.09509768
0000 24 Jun 2010,0.07740659
0000 25 Jun 2010,0.0
0000 26 Jun 2010,1.088523
